acousticness,danceability,energy,log_instrumentalness,log_liveness,log_speechiness,valence
0.133,0.679,0.408,-5.392408289947632,-1.4696716222423063,-2.428136978165184,0.151
0.139,0.625,0.686,-13.815510557964274,-2.207265822321952,-3.1844502438532136,0.263
0.914,0.71,0.473,-1.795761466547353,-2.087465648893489,-3.405175283031379,0.447
0.824,0.392,0.473,-11.006107862601777,-2.1455727972123597,-2.1370621799761103,0.284
0.384,0.846,0.681,-11.399596779663224,-1.687394048513016,-1.9379350349858049,0.696
0.432,0.752,0.494,-13.815510557964274,-2.4429857392971392,-2.884173009893435,0.227
0.494,0.561,0.408,-12.186270018233994,-1.7602549882320966,-2.6186529226404827,0.263
0.0587,0.792,0.444,-13.815510557964274,-2.5652363986539184,-1.783785347215641,0.41
0.623,0.409,0.358,-13.083142664251048,-2.017398631991657,-1.0188745505699903,0.311
0.0128,0.728,0.727,-13.815510557964274,-2.428136978165184,-1.5798742558354064,0.89
0.55,0.662,0.403,-13.815510557964274,-1.7203638865648083,-1.4146897204237188,0.409
0.566,0.596,0.4,-8.306122221336297,-1.2378709077317007,-3.561330923167273,0.227
0.0759,0.546,0.698,-8.932708635377903,-2.791959122959327,-2.315660200881767,0.616
0.719,0.618,0.52,-4.448080970745316,-1.9241418079821888,-1.0023907061356387,0.698
0.419,0.661,0.587,-11.763954219773971,-2.2256147926415246,-1.6245464741149,0.18
0.26,0.475,0.631,-9.003326202591856,-2.692654328124254,-2.6009776518106684,0.384
0.014,0.622,0.671,-13.815510557964274,-1.1907242881076416,-3.64962028016182,0.572
0.193,0.55,0.578,-9.161550207806751,-2.4034999496982867,-3.324208563134045,0.0659
0.866,0.527,0.329,-13.815510557964274,-0.5208742761192257,-0.5225591936451927,0.688
0.246,0.778,0.41,-13.815510557964274,-2.1455727972123597,-3.105524818381745,0.357
0.0373,0.858,0.505,-13.815510557964274,-2.5345045400803654,-1.0642079634042536,0.595
0.62,0.619,0.613,-7.693017748449888,-2.1982160687013748,-1.2207765328175544,0.329
0.0102,0.579,0.787,-11.087657729565883,-2.981809644713634,-2.56784053288427,0.363
0.62,0.647,0.578,-7.074991198358051,-2.12025520290148,-2.047935122712526,0.373
0.146,0.517,0.663,-13.815510557964274,-1.133200627852489,-3.2833876796946546,0.146
0.798,0.463,0.381,-6.577732366040832,-2.2163982224831504,-3.476966733142544,0.256
0.464,0.721,0.368,-12.60356958398916,-2.047935122712526,-3.2968103396761093,0.298
0.899,0.354,0.497,-8.166536319803068,-1.737265602141945,-1.350923356286192,0.295
0.365,0.727,0.739,-6.592214878401959,-1.8263447028368391,-3.1917228268756963,0.533
0.893,0.767,0.512,-8.403864506109235,-2.273016582061767,-2.828507434239461,0.489
0.592,0.514,0.662,-13.815510557964274,-1.1394311581932477,-1.8773108216633485,0.675
0.7,0.759,0.413,-13.815510557964274,-1.9661057135412,-3.007784612078165,0.403
0.831,0.528,0.401,-6.382435209065694,-1.9661057135412,-2.3025750930440454,0.221
0.511,0.498,0.292,-10.819778284410283,-1.362573928260204,-3.473735816952755,0.348
0.406,0.576,0.36,-9.1711196588229,-1.8263447028368391,-3.346680787690707,0.166
0.0521,0.772,0.483,-7.88592141457438,-0.9755074390177504,-2.8752683901388534,0.479
0.834,0.72,0.415,-13.11737583589329,-2.4157425929540963,-1.0384555409935956,0.235
0.101,0.678,0.575,-11.47562968022653,-2.154156467223275,-2.095562793561468,0.367
0.041,0.67,0.721,-13.815510557964274,-2.718085385555343,-1.1809042740712548,0.787
0.077,0.75,0.95,-8.00736806798383,-1.8263447028368391,-1.6398919652929187,0.623
0.452,0.77,0.581,-13.815510557964274,-2.055717202593037,-2.3990849802196754,0.284
0.295,0.776,0.785,-7.120948499443179,-1.7778506469168065,-2.847295027205038,0.5
0.254,0.764,0.41,-13.097670764813955,-2.322777596281994,-0.855663757119312,0.219
0.136,0.86,0.783,-12.421744182005682,-1.870796183083097,-2.1455727972123597,0.96
0.0264,0.431,0.773,-13.815510557964274,-1.0555499256485732,-2.7551260854892297,0.504
0.541,0.381,0.683,-13.815510557964274,-1.9173158895054507,-2.2633547645023766,0.597
0.197,0.707,0.689,-13.815510557964274,-2.017398631991657,-2.1455727972123597,0.502
0.28,0.447,0.662,-3.641957701004532,-2.12025520290148,-0.7072440765439383,0.374
0.673,0.564,0.352,-8.449534542942423,-0.8007301640708707,-3.438868096683425,0.415
0.792,0.802,0.382,-1.8139989432248684,-2.547194904674852,-3.4673051333982805,0.581
0.818,0.713,0.221,-10.914088963881523,-2.365514243197364,-3.072591719851049,0.0494
0.425,0.622,0.304,-10.497694785241167,-2.017398631991657,-3.201502616810856,0.224
0.271,0.776,0.392,-12.64923962082235,-1.9661057135412,-1.5750316548105625,0.438
0.246,0.561,0.57,-13.815510557964274,-0.6014781672182681,-1.8201527709292984,0.326
0.484,0.754,0.367,-9.526421918949662,-1.8773108216633485,-2.3507149751976004,0.826
0.203,0.824,0.51,-5.944199354640868,-2.0249457806668865,-2.335097954174453,0.358
0.543,0.645,0.568,-1.3242552108090082,-1.3586753030439038,-2.497372020704645,0.391
0.671,0.85,0.223,-10.309953160977877,-2.392498859662847,-2.6521283848673485,0.468
0.34,0.736,0.816,-3.036533434957924,-2.3258434845712475,-3.0682814612437195,0.909
0.473,0.664,0.414,-10.312960682041831,-2.4034999496982867,-3.3022302602634124,0.246
0.35,0.619,0.303,-13.815510557964274,-1.5141231871855605,-2.0325503222223347,0.0768
0.389,0.644,0.337,-13.815510557964274,-1.8325752137678413,-1.698263661674772,0.206
0.729,0.778,0.465,-7.491151595582963,-2.23491709876951,-1.1457007515528166,0.386
0.345,0.761,0.565,-13.815510557964274,-2.4949448645028416,-3.1917228268756963,0.583
0.172,0.795,0.584,-10.384754374060574,-2.273016582061767,-3.228900908515289,0.785
0.661,0.51,0.331,-13.815510557964274,-2.095562793561468,-2.4135054805793894,0.225
0.416,0.599,0.431,-13.815510557964274,-2.2633547645023766,-3.186868566233221,0.387
0.0366,0.695,0.876,-2.4123887983492467,-0.0470905593163705,-3.170061851458401,0.863
0.444,0.655,0.458,-11.547516909739848,-1.5050733926154984,-1.3355974445302323,0.189
0.427,0.679,0.443,-13.815510557964274,-2.244306750952305,-1.8773108216633485,0.363
0.0463,0.688,0.637,-13.815510557964274,-0.8209782793451402,-3.101070567236505,0.259
0.339,0.512,0.469,-9.724504897007687,-2.1370621799761103,-3.1796310735423003,0.291
0.107,0.71,0.513,-2.17154805869629,-1.944903655739688,-3.372580770716277,0.593
0.00465,0.587,0.485,-3.8490012590119895,-2.244306750952305,-3.1605833321166843,0.206
0.015,0.589,0.458,-5.85309487784321,-2.369783147557523,-2.1370621799761103,0.0481
0.273,0.721,0.496,-13.815510557964274,-1.8515031042273624,-2.620025587610102,0.321
0.48,0.677,0.541,-13.815510557964274,-2.079433541711836,-2.8629336493386743,0.379
0.0418,0.838,0.629,-4.565853323611141,-2.3025750930440454,-2.556174965278057,0.83
0.637,0.645,0.379,-13.815510557964274,-2.0024730931637347,-3.105524818381745,0.583
0.116,0.64,0.659,-13.815510557964274,-0.4338630394211765,-3.0118413304871767,0.569
0.633,0.471,0.352,-10.46560647068967,-2.16281445500452,-3.241607236870293,0.102
0.608,0.604,0.372,-10.608707314330342,-2.306583074281344,-3.6729667356538873,0.437
0.289,0.797,0.266,-3.3022302602634124,-2.334065440221226,-3.1820377556502555,0.683
0.195,0.689,0.585,-6.945457146166149,-2.37299682773442,-1.7602549882320966,0.763
0.0264,0.722,0.59,-13.815510557964274,-2.5345045400803654,-3.1349713526459837,0.368
0.892,0.729,0.338,-8.125151103640214,-2.1370621799761103,-2.154156467223275,0.184
0.0182,0.634,0.792,-13.815510557964274,-0.2523136416140307,-1.807882753615553,0.225
0.12,0.591,0.546,-12.969642290386664,-2.3392387039754574,-1.8578928614967356,0.305
0.308,0.582,0.695,-11.88398914636106,-2.189247479155473,-2.327892644620676,0.543
0.0339,0.712,0.846,-7.86226722367649,-2.244306750952305,-2.9224632246265463,0.573
0.578,0.6,0.798,-13.815510557964274,-1.8838681792101333,-1.4872158549408794,0.636
0.463,0.597,0.617,-13.815510557964274,-0.4155139288112984,-1.2658446619510202,0.889
0.528,0.412,0.613,-12.730321289628304,-2.2633547645023766,-2.079433541711836,0.314
0.674,0.399,0.578,-13.815510557964274,-2.0249457806668865,-3.0878256328776903,0.433
0.211,0.537,0.598,-5.156644208231891,-1.9379350349858049,-1.4610135969802889,0.468
0.663,0.634,0.564,-8.334871634622283,-2.1982160687013748,-1.0244301049824176,0.637
0.769,0.746,0.376,-0.7657157228594588,-2.189247479155473,-3.2648935857017745,0.304
0.409,0.84,0.192,-11.86960040890896,-2.292624861199793,-2.9680976514573505,0.31
0.606,0.74,0.373,-13.815510557964274,-2.3602036126664507,-3.307679716543695,0.321
0.71,0.501,0.264,-13.815510557964274,-2.282772661824356,-3.1844502438532136,0.495
0.453,0.624,0.453,-6.911763300379676,-2.040213136248448,-3.299516628031858,0.272
0.0191,0.905,0.487,-8.765654550714737,-2.4745484813198204,-2.1286233825445717,0.813
0.731,0.557,0.358,-11.84979778161278,-1.8139989432248684,-3.414252226535956,0.201
0.532,0.744,0.428,-13.815510557964274,-1.8263447028368391,-2.361263484945081,0.378
0.477,0.602,0.5,-9.756793173385324,-1.2207765328175544,-1.2106584367776652,0.395
0.788,0.658,0.619,-2.707535333669197,-2.352815794238969,-2.561342868667425,0.354
0.424,0.782,0.385,-10.625034207617771,-2.309599637488263,-2.911372742936252,0.644
0.811,0.629,0.579,-5.610018944844038,-2.509596962381017,-2.23491709876951,0.363
0.0887,0.65,0.683,-13.815510557964274,-1.378322223224619,-1.1679591513739889,0.33
0.899,0.265,0.473,-2.5510336318619067,-1.4872158549408794,-3.107759406248196,0.143
0.787,0.61,0.399,-12.354572653848615,-0.9339431225868512,-0.650085775392521,0.38
0.266,0.645,0.658,-10.86060027893054,-2.055717202593037,-2.7287479288813272,0.53
0.624,0.54,0.572,-13.815510557964274,-1.9661057135412,-2.16281445500452,0.43
0.356,0.604,0.473,-12.723587257446962,-1.8139989432248684,-2.400186896563501,0.349
0.431,0.816,0.492,-2.4123887983492467,-2.307587584616837,-2.5875907502424185,0.765
0.611,0.667,0.409,-13.815510557964274,-2.253785405060441,-2.7519864147730373,0.29
0.0842,0.53,0.525,-10.719932949440569,-2.2163982224831504,-2.952653627188916,0.231
0.79,0.635,0.214,-6.839162487516526,-1.9173158895054507,-3.523331117905813,0.322
0.428,0.804,0.269,-5.621005048198633,-2.5446439154214096,-2.9642142268374454,0.369
0.447,0.883,0.492,-6.265375215475845,-2.055717202593037,-2.624154924113184,0.296
0.22,0.625,0.626,-13.815510557964274,-1.4784052640724024,-3.5301336338486875,0.281
0.512,0.674,0.616,-12.684108446473171,-1.1056338824616017,-3.604501541650108,0.551
0.593,0.712,0.469,-13.815510557964274,-2.079433541711836,-3.206428613816445,0.383
0.791,0.639,0.771,-13.815510557964274,-2.087465648893489,-1.8325752137678413,0.441
0.643,0.785,0.702,-13.815510557964274,-1.7429635907892351,-3.070434268258025,0.569
0.066,0.484,0.543,-4.755876803412795,-1.7602549882320966,-3.1820377556502555,0.534
0.56,0.6,0.578,-12.754254055839931,-1.8773108216633485,-3.275419721680068,0.171
0.246,0.468,0.52,-5.955711377402164,-2.5510336318619067,-3.414252226535956,0.46
0.512,0.493,0.709,-13.815510557964274,-2.4557246175444845,-2.23491709876951,0.399
0.174,0.478,0.555,-11.330603908176274,-2.273016582061767,-2.1982160687013748,0.139
0.478,0.745,0.318,-2.3025750930440454,-2.1803586107514312,-2.973951212492333,0.134
0.524,0.449,0.465,-13.11241304655116,-1.194019173148181,-2.537029762063409,0.543
0.368,0.778,0.574,-13.815510557964274,-2.0714654355542166,-3.4203496205067645,0.663
0.665,0.715,0.363,-13.815510557964274,-2.1982160687013748,-3.5065245645421914,0.507
0.0749,0.529,0.555,-8.403864506109235,-2.6227765831415657,-3.2163540073246915,0.582
0.0645,0.694,0.851,-13.815510557964274,-2.154156467223275,-2.688232868031808,0.424
0.345,0.593,0.294,-10.756803485248897,-1.248269578908029,-2.9977142363453035,0.152
0.281,0.311,0.497,-13.815510557964274,-0.9038657427428436,-3.272777782017566,0.213
0.482,0.484,0.405,-13.815510557964274,-1.9379350349858049,-2.41127336170751,0.219
0.00271,0.754,0.661,-10.71541826908604,-0.683194869510718,-2.835298516518065,0.545
0.852,0.562,0.346,-10.809827953557114,-2.680906935280369,-3.483460051629581,0.0671
0.455,0.644,0.74,-13.815510557964274,-2.3025750930440454,-3.432657089480448,0.718
0.0102,0.635,0.614,-10.65851013681416,-2.487698543498795,-2.694132503143224,0.631
0.866,0.512,0.184,-13.815510557964274,-1.25877751970037,-2.835298516518065,0.37
0.00368,0.718,0.64,-10.051987560854572,-1.0966112919979427,-2.828507434239461,0.189
0.178,0.554,0.613,-11.250561200502736,-1.290980544958541,-0.9493280019763656,0.611
0.275,0.517,0.598,-7.518401238030338,-1.287350790083145,-2.3025750930440454,0.528
0.0733,0.674,0.713,-1.9732741516327192,-1.7778506469168065,-3.326990128722648,0.71
0.259,0.389,0.507,-3.121272821049466,-1.951921179152152,-2.7789931871127758,0.364
0.758,0.711,0.592,-13.815510557964274,-1.8578928614967356,-1.4696716222423063,0.535
0.65,0.726,0.353,-6.21410822338054,-1.4961047628513475,-2.253785405060441,0.503
0.12,0.629,0.624,-13.815510557964274,-1.5945443738441083,-2.5969427308679167,0.73
0.444,0.691,0.388,-13.815510557964274,-2.2256147926415246,-2.0714654355542166,0.469
0.596,0.902,0.468,-5.217474978703936,-1.4354804036388171,-2.928054933666077,0.728
0.262,0.75,0.407,-4.690619147820574,-2.3623244817449134,-3.288735143040265,0.839
0.526,0.576,0.453,-12.493754717981954,-2.0024730931637347,-1.7147928725518031,0.172
0.14,0.688,0.634,-8.239561454817958,-1.3743618376932585,-2.3762208689576303,0.561
0.634,0.631,0.634,-13.815510557964274,-1.783785347215641,-2.16281445500452,0.479
0.352,0.745,0.728,-13.815510557964274,-1.4784052640724024,-3.1629445525474025,0.39
0.144,0.717,0.453,-13.815510557964274,-2.12025520290148,-2.9336780858187184,0.483
0.479,0.714,0.56,-13.815510557964274,-1.8515031042273624,-2.715059710413084,0.945
0.0895,0.488,0.62,-10.371892460418168,-2.103726037561162,-2.095562793561468,0.378
0.766,0.581,0.446,-13.815510557964274,-1.783785347215641,-3.516574563706636,0.395
0.513,0.646,0.695,-4.9293779397893225,-1.870796183083097,-2.90953622885742,0.514
0.963,0.643,0.17,-10.265893171183846,-2.23491709876951,-3.24673532174728,0.337
0.415,0.452,0.317,-11.042921835724492,-1.6928140866053112,-3.040708719201465,0.272
0.778,0.567,0.436,-13.815510557964274,-1.6713079970173983,-2.8629336493386743,0.252
0.891,0.707,0.484,-5.6719931521667935,-1.362573928260204,-3.034452312065741,0.43
0.173,0.753,0.868,-13.815510557964274,-1.3167645671349584,-2.333033991253544,0.709
0.105,0.744,0.435,-9.820986331024384,-2.189247479155473,-1.4064929868130869,0.16
0.111,0.843,0.478,-1.532472241679059,-2.407934497602489,-3.049111953457232,0.539
0.071,0.48,0.526,-13.815510557964274,-2.431544097791441,-1.290980544958541,0.374
0.66,0.717,0.281,-12.085626492454306,-2.1803586107514312,-1.546458418448052,0.387
0.415,0.814,0.53,-5.54396218320876,-1.687394048513016,-2.831897210540027,0.745
0.633,0.559,0.593,-13.815510557964274,-3.072591719851049,-1.224172110288696,0.585
0.59,0.637,0.512,-7.673473152376918,-2.642248415719016,-2.3248204770447645,0.33
0.086,0.733,0.613,-6.70808508385357,-2.3870433682868795,-2.878820728646489,0.577
0.0765,0.596,0.552,-1.0966112919979427,-2.2633547645023766,-2.333033991253544,0.112
0.434,0.808,0.52,-13.815510557964274,-1.7429635907892351,-2.721120243197958,0.372
0.249,0.911,0.257,-9.758521782285944,-1.1270086767748175,-1.0555499256485732,0.193
0.566,0.858,0.435,-2.4157425929540963,-2.244306750952305,-2.154156467223275,0.824
0.25,0.555,0.507,-13.815510557964274,-1.262304847776238,-1.789755478559358,0.339
0.397,0.544,0.608,-13.815510557964274,-1.9661057135412,-3.366766969857648,0.396
0.0496,0.753,0.708,-4.398074719095489,-2.4395394802430506,-1.50057902322714,0.434
0.24,0.661,0.604,-13.815510557964274,-2.154156467223275,-2.956492329816388,0.64
0.695,0.532,0.537,-13.815510557964274,-2.047935122712526,-0.9519153188470868,0.338
0.275,0.695,0.84,-6.424712036228598,-2.2633547645023766,-1.995093040331941,0.862
0.143,0.822,0.627,-13.815510557964274,-1.9241418079821888,-2.0714654355542166,0.5
0.888,0.516,0.248,-8.831903936255937,-2.282772661824356,-2.95841722117318,0.348
0.0291,0.897,0.753,-13.815510557964274,-0.5361417223500322,-1.241325130668079,0.785
0.0825,0.479,0.649,-13.815510557964274,-2.1455727972123597,-1.2344285753904325,0.129
0.0699,0.442,0.517,-13.815510557964274,-2.17154805869629,-2.9040468370194805,0.2
0.373,0.722,0.282,-5.190180707943458,-1.9173158895054507,-2.244306750952305,0.217
0.211,0.77,0.68,-6.886972739799608,-2.17154805869629,-2.8507492024154044,0.37
0.0195,0.63,0.198,-6.132567388085982,-2.365514243197364,-3.083449354039222,0.648
0.00181,0.565,0.726,-12.414327584350632,-2.273016582061767,-2.9040468370194805,0.715
0.0459,0.646,0.429,-13.815510557964274,-2.292624861199793,-0.7852602764876995,0.377
0.344,0.634,0.424,-11.32230510536158,-0.8164431344635594,-3.0098109141635505,0.376
0.00792,0.791,0.581,-13.815510557964274,-1.9589882964305367,-2.538294768367382,0.13
0.348,0.619,0.299,-13.815510557964274,-1.8515031042273624,-3.56485813926819,0.369
0.215,0.682,0.345,-13.815510557964274,-2.312625327888461,-1.3093296162869172,0.667
0.719,0.62,0.38,-13.815510557964274,-2.2256147926415246,-3.259671778060868,0.793
0.634,0.383,0.411,-4.16685074100898,-2.087465648893489,-2.3454821556464407,0.165
0.0436,0.534,0.576,-13.815510557964274,-2.23491709876951,-1.0469662065174807,0.328
0.595,0.848,0.449,-9.64266293425423,-1.8018037444938613,-3.307679716543695,0.655
